athlete,athleteLabel,sportLabel,countryLabel
http://www.wikidata.org/entity/Q1691,Javier Culson,athletics,United States
http://www.wikidata.org/entity/Q1638,Primo Nebiolo,athletics,Italy
http://www.wikidata.org/entity/Q6021,Sofia Assefa,athletics,Ethiopia
http://www.wikidata.org/entity/Q1732,Ivan Ukhov,athletics,Russia
http://www.wikidata.org/entity/Q5450,Antonietta Di Martino,athletics,Italy
http://www.wikidata.org/entity/Q5447,Eddy Ottoz,athletics,Italy
http://www.wikidata.org/entity/Q1789,Ashton Eaton,athletics,United States
http://www.wikidata.org/entity/Q1679,Mahiedine Mekhissi-Benabbad,athletics,France
http://www.wikidata.org/entity/Q1659,David Rudisha,athletics,Kenya
http://www.wikidata.org/entity/Q1755,Tomasz Majewski,athletics,Poland
http://www.wikidata.org/entity/Q1766,Robert Harting,athletics,Germany
http://www.wikidata.org/entity/Q1766,Robert Harting,athletics,German Democratic Republic
http://www.wikidata.org/entity/Q1793,Trey Hardee,athletics,United States
http://www.wikidata.org/entity/Q1742,Renaud Lavillenie,athletics,France
http://www.wikidata.org/entity/Q5820,Mariya Savinova,athletics,Russia
http://www.wikidata.org/entity/Q6026,Sally Pearson,athletics,Australia
http://www.wikidata.org/entity/Q5820,Mariya Savinova,athletics,Soviet Union
http://www.wikidata.org/entity/Q1681,Abel Mutai,athletics,Kenya
http://www.wikidata.org/entity/Q1662,Timothy Kitum,athletics,Kenya
http://www.wikidata.org/entity/Q1796,Leonel Suárez,athletics,Cuba
http://www.wikidata.org/entity/Q6030,Dawn Harper-Nelson,athletics,United States
http://www.wikidata.org/entity/Q1736,Erik Kynard,athletics,United States
http://www.wikidata.org/entity/Q1625,Sigfrid Edström,athletics,Sweden
http://www.wikidata.org/entity/Q1753,Fabrizio Donato,athletics,Italy
http://www.wikidata.org/entity/Q1683,Aries Merritt,athletics,United States
http://www.wikidata.org/entity/Q1771,Ehsan Hadadi,athletics,Iran
http://www.wikidata.org/entity/Q1665,Taoufik Makhloufi,athletics,Algeria
http://www.wikidata.org/entity/Q6008,Sally Kipyego,athletics,Kenya
http://www.wikidata.org/entity/Q1738,Robert Grabarz,athletics,United Kingdom
http://www.wikidata.org/entity/Q1704,Abel Kirui,athletics,Kenya
http://www.wikidata.org/entity/Q6033,Kellie Wells,athletics,United States
http://www.wikidata.org/entity/Q1628,"David Cecil, 6th Marquess of Exeter",athletics,United Kingdom
http://www.wikidata.org/entity/Q1751,Christian Taylor,athletics,United States
http://www.wikidata.org/entity/Q5803,Sanya Richards-Ross,athletics,United States
http://www.wikidata.org/entity/Q5834,Caster Semenya,athletics,South Africa
http://www.wikidata.org/entity/Q6079,Natalya Antyukh,athletics,Russia
http://www.wikidata.org/entity/Q1668,Leonel Manzano,athletics,United States
http://www.wikidata.org/entity/Q5844,Aslı Çakır Alptekin,athletics,Turkey
http://www.wikidata.org/entity/Q1787,Keshorn Walcott,athletics,Trinidad and Tobago
http://www.wikidata.org/entity/Q5821,Dan O'Brien,athletics,United States
http://www.wikidata.org/entity/Q1699,Nesta Carter,athletics,Jamaica
http://www.wikidata.org/entity/Q5998,Vivian Cheruiyot,athletics,Kenya
http://www.wikidata.org/entity/Q1669,Abdalaati Iguider,athletics,Morocco
http://www.wikidata.org/entity/Q1660,Nijel Amos,athletics,Botswana
http://www.wikidata.org/entity/Q1776,Gerd Kanter,athletics,Estonia
http://www.wikidata.org/entity/Q1189,Usain Bolt,athletics,Jamaica
http://www.wikidata.org/entity/Q1712,Erick Barrondo,athletics,Guatemala
http://www.wikidata.org/entity/Q1687,Hansle Parchment,athletics,Jamaica
http://www.wikidata.org/entity/Q1671,Mo Farah,athletics,United Kingdom
http://www.wikidata.org/entity/Q1651,Yohan Blake,athletics,Jamaica
