athleteLabel,occupationOrSportLabel,dateOfBirth,dateOfDeath
Andrew Ronald Mitchell,association football,1921-06-22T00:00:00Z,2007-11-22T00:00:00Z
Andrew Smith,association football,1879-01-01T00:00:00Z,1960-09-01T00:00:00Z
Andrew Stephen,association football,1906-05-20T00:00:00Z,1980-02-25T00:00:00Z
Andrew Swann,association football,1878-01-01T00:00:00Z,1951-01-01T00:00:00Z
Andrew Thomas Ralston,association football,1880-03-26T00:00:00Z,1950-01-01T00:00:00Z
Andrew Thomson,association football,1865-08-27T00:00:00Z,1936-06-02T00:00:00Z
Andrew Watson,association football,1856-05-24T00:00:00Z,1921-03-08T00:00:00Z
Andrew Watson,association football,1857-05-18T00:00:00Z,1921-03-08T00:00:00Z
Andrew Whitelaw,association football,1865-05-19T00:00:00Z,1938-01-01T00:00:00Z
Andrew Wilson,association football,1896-02-14T00:00:00Z,1973-10-15T00:00:00Z
Andrew Wilson,association football,1880-12-10T00:00:00Z,1945-03-13T00:00:00Z
Andrew Wylie,association football,http://www.wikidata.org/.well-known/genid/88ff427ba1574a172f44224cfb2db05b,http://www.wikidata.org/.well-known/genid/c93d3b58d7f63e508da36b14aac6baa6
Andrey Ivanov,association football,1904-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/694afa0589a5b1f2559701af27753381
Andrey Ivanov,association football,1965-07-25T00:00:00Z,2019-10-23T00:00:00Z
Andrey Kaverin,association football,1910-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/fa8171340dce2231293fbfd9de83f928
Andrey Lapin,association football,1966-11-02T00:00:00Z,2009-09-25T00:00:00Z
Andrey Lazarchuk,association football,1982-05-27T00:00:00Z,2023-03-12T00:00:00Z
Andrey Lipgart,association football,1898-06-03T00:00:00Z,1980-03-20T00:00:00Z
Andrey Nikolaev,ice hockey,1972-09-18T00:00:00Z,2015-07-10T00:00:00Z
Andrey Protasov,association football,1915-09-07T00:00:00Z,1989-03-04T00:00:00Z
Andrey Rzhevtsev,association football,1910-10-30T00:00:00Z,1998-10-09T00:00:00Z
Andrey Shcharbakow,association football,1991-01-31T00:00:00Z,2018-12-17T00:00:00Z
Andrey Sidorov,ice hockey,1969-05-15T00:00:00Z,2009-04-29T00:00:00Z
Andrey Smirnov,ice hockey,1967-03-07T00:00:00Z,2001-04-28T00:00:00Z
Andrey Starostin,association football,1906-10-24T00:00:00Z,1987-10-22T00:00:00Z
Andrey Tarasenko,ice hockey,1968-09-11T00:00:00Z,2024-07-11T00:00:00Z
Andrey Telegin,association football,1911-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/64ddefee5bbcb21cd34d79d62044fcaa
Andrey Valerevitsj Sobolev,association football,1968-01-16T00:00:00Z,2001-11-15T00:00:00Z
Andrey Valerevitsj Sobolev,association football,1968-01-17T00:00:00Z,2001-11-15T00:00:00Z
Andrey Yurchenko,association football,1926-06-29T00:00:00Z,2007-08-25T00:00:00Z
Andriano Kokoskeriya,association football,1991-02-26T00:00:00Z,2017-06-28T00:00:00Z
Andriej Czen Ir Son,association football,1921-08-06T00:00:00Z,1984-02-25T00:00:00Z
Andries Maseko,association football,1955-12-25T00:00:00Z,2013-10-26T00:00:00Z
Andries van Dijk,association football,1935-09-11T00:00:00Z,1984-02-07T00:00:00Z
Andries van Leeuwen,association football,1916-11-14T00:00:00Z,1985-01-28T00:00:00Z
Andries van Loggem,association football,1934-09-18T00:00:00Z,http://www.wikidata.org/.well-known/genid/2cca0c03f66a53257e2953ac1155e38d
Andrij Czikało,association football,1964-01-21T00:00:00Z,2008-02-04T00:00:00Z
Andrij Karimow,association football,1943-07-30T00:00:00Z,2017-06-18T00:00:00Z
Andrij Kucenko,association football,1979-05-30T00:00:00Z,2007-10-02T00:00:00Z
Andrij Seweryn,association football,1964-09-07T00:00:00Z,2017-01-12T00:00:00Z
Andrija Anković,association football,1937-07-16T00:00:00Z,1980-04-28T00:00:00Z
Andrija Delibašić,association football,1981-04-24T00:00:00Z,2025-03-19T00:00:00Z
Andrija Habulin,judo,1937-08-28T00:00:00Z,2017-06-20T00:00:00Z
Andrija Konc,association football,1919-11-10T00:00:00Z,1945-01-01T00:00:00Z
Andrija Kujundžić,association football,1899-11-29T00:00:00Z,1970-10-11T00:00:00Z
Andrija Mutafelija,association football,1883-01-01T00:00:00Z,1970-01-01T00:00:00Z
Andrija Perčić,association football,1942-10-12T00:00:00Z,2017-02-02T00:00:00Z
Andriy Bal,association football,1958-02-16T00:00:00Z,2014-08-09T00:00:00Z
Andriy Fedecki,association football,1958-08-05T00:00:00Z,2018-08-23T00:00:00Z
Andriy Husin,association football,1972-12-11T00:00:00Z,2014-09-17T00:00:00Z
Andriy Maslov,association football,1987-05-21T00:00:00Z,2018-05-21T00:00:00Z
Andriy Romanovych Khomyn,association football,1968-05-24T00:00:00Z,1999-09-29T00:00:00Z
Andro Knel,association football,1967-10-08T00:00:00Z,1989-06-07T00:00:00Z
Andro Zhordania,association football,1904-11-04T00:00:00Z,1974-04-25T00:00:00Z
Andrzej Baran,association football,1949-05-16T00:00:00Z,2017-04-06T00:00:00Z
Andrzej Biedrzycki,association football,1966-10-19T00:00:00Z,2017-04-21T00:00:00Z
Andrzej Bogacz,association football,1897-11-18T00:00:00Z,1962-02-06T00:00:00Z
Andrzej Brończyk,association football,1951-02-04T00:00:00Z,2000-12-31T00:00:00Z
Andrzej Cehelik,association football,1932-04-10T00:00:00Z,1991-03-08T00:00:00Z
Andrzej Czyżniewski,association football,1953-09-28T00:00:00Z,2013-07-12T00:00:00Z
Andrzej Drażyk,association football,1945-09-16T00:00:00Z,2017-03-03T00:00:00Z
Andrzej Fischer,association football,1952-01-15T00:00:00Z,2018-11-22T00:00:00Z
Andrzej Fonfara,ice hockey,1939-09-21T00:00:00Z,2017-07-18T00:00:00Z
Andrzej Gajewski,association football,1936-01-03T00:00:00Z,2018-07-02T00:00:00Z
Andrzej Grześkowiak,association football,1955-09-29T00:00:00Z,2017-04-23T00:00:00Z
Andrzej Głownia,association football,1951-11-09T00:00:00Z,2024-09-22T00:00:00Z
Andrzej Hachuła,ice hockey,1960-08-06T00:00:00Z,2024-11-05T00:00:00Z
Andrzej Heller,association football,1964-11-02T00:00:00Z,2017-04-21T00:00:00Z
Andrzej Iwan,association football,1959-11-10T00:00:00Z,2022-12-27T00:00:00Z
Andrzej Jarosik,association football,1944-11-26T00:00:00Z,2024-04-23T00:00:00Z
Andrzej Karbowiak,association football,1937-03-21T00:00:00Z,2018-04-19T00:00:00Z
Andrzej Konopek,association football,1920-11-30T00:00:00Z,2007-01-01T00:00:00Z
Andrzej Król,association football,1958-11-10T00:00:00Z,2011-01-16T00:00:00Z
Andrzej Lewandowski,association football,1950-02-22T00:00:00Z,2021-09-09T00:00:00Z
Andrzej Magowski,association football,1966-07-07T00:00:00Z,2022-01-01T00:00:00Z
Andrzej Marchel,association football,1964-03-16T00:00:00Z,2025-02-06T00:00:00Z
Andrzej Mazurkiewicz,association football,1941-04-20T00:00:00Z,2023-03-14T00:00:00Z
Andrzej Motyka,association football,1971-04-15T00:00:00Z,2011-02-19T00:00:00Z
Andrzej Możejko,association football,1949-04-22T00:00:00Z,2021-05-01T00:00:00Z
Andrzej Nowak,ice hockey,1956-02-07T00:00:00Z,2013-05-30T00:00:00Z
Andrzej Nowikow,association football,1908-04-30T00:00:00Z,1939-01-01T00:00:00Z
Andrzej Osiecimski-Czapski,ice hockey,1899-07-08T00:00:00Z,1976-05-14T00:00:00Z
Andrzej Ossowski,association football,1959-11-29T00:00:00Z,2020-02-18T00:00:00Z
Andrzej Pop,association football,1953-10-10T00:00:00Z,1989-07-03T00:00:00Z
Andrzej Prawda,association football,1951-07-10T00:00:00Z,2020-11-13T00:00:00Z
Andrzej Przeworski,association football,1900-02-11T00:00:00Z,1952-11-24T00:00:00Z
Andrzej Płatek,association football,1947-09-23T00:00:00Z,2017-10-13T00:00:00Z
Andrzej Rogowski,association football,1933-01-17T00:00:00Z,1997-01-26T00:00:00Z
Andrzej Rutkowski,association football,1894-11-09T00:00:00Z,1973-12-23T00:00:00Z
Andrzej Rybski,ice hockey,1953-07-19T00:00:00Z,2017-01-10T00:00:00Z
Andrzej Salach,association football,1959-01-28T00:00:00Z,2009-04-17T00:00:00Z
Andrzej Skrzypczak,association football,1938-11-14T00:00:00Z,2013-07-07T00:00:00Z
Andrzej Strzelczyk,association football,1948-09-17T00:00:00Z,2014-06-07T00:00:00Z
Andrzej Sykta,association football,1940-09-09T00:00:00Z,2024-11-14T00:00:00Z
Andrzej Szal,ice hockey,1942-01-10T00:00:00Z,2015-09-04T00:00:00Z
Andrzej Szczęsny,association football,1938-12-11T00:00:00Z,2012-10-05T00:00:00Z
Andrzej Tomczyk,association football,1961-01-23T00:00:00Z,2020-11-16T00:00:00Z
Andrzej Truty,ice hockey,1963-11-11T00:00:00Z,2020-02-24T00:00:00Z
Andrzej Turek,association football,1949-01-20T00:00:00Z,1993-12-25T00:00:00Z
Andrzej Wiśniewski,association football,1956-01-13T00:00:00Z,2022-04-03T00:00:00Z
Andrzej Wołkowski,ice hockey,1913-02-14T00:00:00Z,1995-03-04T00:00:00Z
Andrzej Woźniak,association football,1915-03-07T00:00:00Z,1947-10-23T00:00:00Z
Andrzej Woźniak,association football,1947-04-07T00:00:00Z,2012-09-18T00:00:00Z
Andrzej Zelenay,association football,1927-07-26T00:00:00Z,2011-10-03T00:00:00Z
Andrzej Zygmunt,association football,1945-11-13T00:00:00Z,2022-04-04T00:00:00Z
Andrzej Śliwa,association football,1928-11-04T00:00:00Z,2006-09-17T00:00:00Z
András Bérczes,association football,1909-11-05T00:00:00Z,1977-05-30T00:00:00Z
András Béres,association football,1924-07-20T00:00:00Z,2007-04-16T00:00:00Z
András Deli,association football,1938-04-03T00:00:00Z,2002-01-01T00:00:00Z
András Dombai,association football,1931-08-25T00:00:00Z,2015-04-01T00:00:00Z
András Gerendás,association football,1933-01-17T00:00:00Z,1998-10-25T00:00:00Z
András Gergely,ice hockey,1916-01-20T00:00:00Z,2008-01-01T00:00:00Z
András Hegedűs,association football,1922-03-03T00:00:00Z,1991-10-19T00:00:00Z
András Horváth,association football,1945-12-19T00:00:00Z,1998-08-17T00:00:00Z
András Kliment,association football,1924-01-01T00:00:00Z,1984-04-28T00:00:00Z
András Kuttik,association football,1896-05-23T00:00:00Z,1970-01-02T00:00:00Z
András Mácsai,association football,1903-01-01T00:00:00Z,1963-04-08T00:00:00Z
András Szekeres,association football,1921-11-27T00:00:00Z,1999-11-10T00:00:00Z
András Szlávik,association football,1932-12-25T00:00:00Z,1990-04-30T00:00:00Z
András Szucsányi,association football,1941-02-27T00:00:00Z,1970-08-21T00:00:00Z
András Tihanyi,association football,1917-10-27T00:00:00Z,1991-03-18T00:00:00Z
András Turay,association football,1916-01-23T00:00:00Z,1986-04-21T00:00:00Z
András Törőcsik,association football,1955-05-01T00:00:00Z,2022-07-09T00:00:00Z
András Zalka,association football,1931-11-30T00:00:00Z,2023-01-16T00:00:00Z
András Ádám-Stolpa,ice hockey,1921-09-15T00:00:00Z,2010-11-08T00:00:00Z
André Abegglen,association football,1909-03-07T00:00:00Z,1944-11-08T00:00:00Z
André Allègre,association football,1895-05-10T00:00:00Z,1966-11-02T00:00:00Z
André Altuzarra,association football,1942-06-12T00:00:00Z,1967-12-17T00:00:00Z
André Ascencio,association football,1938-06-04T00:00:00Z,2017-09-23T00:00:00Z
André Aubut,ice hockey,1960-02-03T00:00:00Z,1993-08-01T00:00:00Z
André Bautier,ice hockey,1907-01-01T00:00:00Z,2000-01-01T00:00:00Z
André Belli,association football,1916-06-03T00:00:00Z,1993-02-28T00:00:00Z
André Billy,association football,1876-01-01T00:00:00Z,1913-01-01T00:00:00Z
André Billy,association football,1877-05-13T00:00:00Z,1913-08-09T00:00:00Z
André Binette,ice hockey,1933-12-02T00:00:00Z,2004-08-16T00:00:00Z
André Boissier,ice hockey,1904-03-03T00:00:00Z,1956-05-04T00:00:00Z
André Bord,association football,1922-11-30T00:00:00Z,2013-05-13T00:00:00Z
André Bordier,association football,1913-11-15T00:00:00Z,1997-12-27T00:00:00Z
André Borel,association football,1893-01-01T00:00:00Z,1970-01-01T00:00:00Z
André Bosson,association football,1941-08-23T00:00:00Z,2025-04-23T00:00:00Z
André Boudrias,ice hockey,1943-09-19T00:00:00Z,2019-02-05T00:00:00Z
André Bouteiller,association football,1932-02-01T00:00:00Z,2006-05-07T00:00:00Z
André Caleca,association football,1908-12-10T00:00:00Z,1997-12-06T00:00:00Z
André Campo,association football,1923-04-22T00:00:00Z,2008-10-20T00:00:00Z
André Carabeuf,association football,1908-04-10T00:00:00Z,1998-03-28T00:00:00Z
André Castel,association football,1943-04-28T00:00:00Z,2019-04-04T00:00:00Z
André Catimba,association football,1946-10-30T00:00:00Z,2021-07-28T00:00:00Z
André Champel,association football,1923-05-04T00:00:00Z,1999-09-27T00:00:00Z
André Chardar,association football,1906-10-07T00:00:00Z,1993-04-13T00:00:00Z
André Charlet,ice hockey,1898-04-23T00:00:00Z,1954-11-24T00:00:00Z
André Chauvel,association football,1909-07-29T00:00:00Z,1973-01-24T00:00:00Z
André Cheuva,association football,1908-05-30T00:00:00Z,1989-02-05T00:00:00Z
André Chorda,association football,1938-02-20T00:00:00Z,1998-06-18T00:00:00Z
André Corriveau,ice hockey,1928-05-15T00:00:00Z,1993-10-01T00:00:00Z
André Cristol,association football,1942-09-13T00:00:00Z,2020-04-05T00:00:00Z
André Dautheribes,association football,1908-03-22T00:00:00Z,1979-12-17T00:00:00Z
André De Clerck,association football,1902-01-01T00:00:00Z,1996-02-21T00:00:00Z
André De Schepper,association football,1913-05-23T00:00:00Z,1993-06-23T00:00:00Z
André Doye,association football,1924-09-15T00:00:00Z,1981-11-29T00:00:00Z
André Emanuel Tedesco,association football,1904-06-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/fc2e4f7c0538de9d3f0cc658424cd1e2
André Facchinetti,association football,1921-09-21T00:00:00Z,1988-12-04T00:00:00Z
André Fefeu,association football,1938-08-25T00:00:00Z,2023-07-09T00:00:00Z
André Fierens,association football,1898-02-08T00:00:00Z,1971-01-12T00:00:00Z
André François,association football,1886-01-13T00:00:00Z,1915-03-17T00:00:00Z
André Frey,association football,1919-11-05T00:00:00Z,2002-12-18T00:00:00Z
André Gallice,association football,1950-09-22T00:00:00Z,2023-12-19T00:00:00Z
André Gascard,association football,1890-11-16T00:00:00Z,1969-10-16T00:00:00Z
André Giamarchi,association football,1931-07-24T00:00:00Z,2012-09-25T00:00:00Z
André Goerig,association football,1944-11-09T00:00:00Z,2009-01-29T00:00:00Z
André Grillon,association football,1921-11-01T00:00:00Z,2003-06-20T00:00:00Z
André Grobéty,association football,1933-06-22T00:00:00Z,2013-07-20T00:00:00Z
André Guesdon,association football,1948-10-14T00:00:00Z,2020-09-15T00:00:00Z
André Guillard,association football,1906-06-09T00:00:00Z,1972-12-25T00:00:00Z
André Guimbard,association football,1913-07-23T00:00:00Z,2004-06-03T00:00:00Z
André Gérard,association football,1911-03-07T00:00:00Z,1994-05-26T00:00:00Z
André Hess,association football,1933-03-05T00:00:00Z,2004-04-03T00:00:00Z
André Hofman,association football,1931-10-28T00:00:00Z,2016-12-27T00:00:00Z
André Houška,association football,1926-05-21T00:00:00Z,1991-04-19T00:00:00Z
André Hurtevent,association football,1906-11-28T00:00:00Z,1988-09-21T00:00:00Z
André Jacowski,association football,1921-12-05T00:00:00Z,2002-02-05T00:00:00Z
André Jacowski,association football,1922-12-05T00:00:00Z,2002-02-05T00:00:00Z
André Jarmuszkiewicz,association football,1959-10-31T00:00:00Z,2013-02-03T00:00:00Z
André Kamperveen,association football,1924-09-27T00:00:00Z,1982-12-08T00:00:00Z
André Kamperveen,judo,1924-09-27T00:00:00Z,1982-12-08T00:00:00Z
André Kraan,association football,1927-08-22T00:00:00Z,2012-11-23T00:00:00Z
André Le Menn,association football,1934-03-02T00:00:00Z,2010-02-13T00:00:00Z
André Lerond,association football,1930-12-06T00:00:00Z,2018-04-08T00:00:00Z
André Liminana,association football,1899-05-25T00:00:00Z,1947-10-14T00:00:00Z
André Luisier,association football,1924-06-20T00:00:00Z,1998-02-19T00:00:00Z
André Lukács,association football,1928-03-20T00:00:00Z,1990-09-15T00:00:00Z
André Maas,association football,1934-09-20T00:00:00Z,1997-03-15T00:00:00Z
André Maasen,association football,1897-12-18T00:00:00Z,1969-08-15T00:00:00Z
André Maschinot,association football,1903-06-28T00:00:00Z,1963-03-07T00:00:00Z
André Masset,association football,1910-11-24T00:00:00Z,1975-08-30T00:00:00Z
André Menaut,association football,1938-06-26T00:00:00Z,2019-07-15T00:00:00Z
André Mori,association football,1921-11-23T00:00:00Z,2001-05-14T00:00:00Z
André Moulon,association football,1935-08-10T00:00:00Z,2009-04-14T00:00:00Z
André Neles,association football,1978-01-04T00:00:00Z,2020-02-06T00:00:00Z
André Neury,association football,1921-03-03T00:00:00Z,2007-10-16T00:00:00Z
André Neury,association football,1921-09-03T00:00:00Z,2007-10-16T00:00:00Z
André Orval,association football,1940-08-04T00:00:00Z,2021-11-11T00:00:00Z
André Petit,association football,1922-06-28T00:00:00Z,1972-05-11T00:00:00Z
André Petitfils,association football,1920-02-10T00:00:00Z,2001-10-03T00:00:00Z
André Philippot,association football,1919-10-16T00:00:00Z,2018-02-06T00:00:00Z
André Piters,association football,1931-01-18T00:00:00Z,2014-10-23T00:00:00Z
André Poffé,association football,1922-03-21T00:00:00Z,1984-05-20T00:00:00Z
André Poplimont,ice hockey,1893-04-18T00:00:00Z,1973-02-27T00:00:00Z
André Poullain,association football,1893-11-25T00:00:00Z,1954-06-11T00:00:00Z
André Puget,association football,1882-01-12T00:00:00Z,1915-05-09T00:00:00Z
André Ravestijn,association football,1925-09-25T00:00:00Z,1992-10-29T00:00:00Z
André Renard,association football,1920-04-28T00:00:00Z,1986-09-25T00:00:00Z
André Renaux,association football,1882-08-29T00:00:00Z,1924-05-27T00:00:00Z
André Riou,association football,1918-08-08T00:00:00Z,2005-10-03T00:00:00Z
André Rollet,association football,1905-10-08T00:00:00Z,1985-04-19T00:00:00Z
André Roosenburg,association football,1923-08-18T00:00:00Z,2002-07-26T00:00:00Z
André Ryssen,association football,1900-08-25T00:00:00Z,1946-04-26T00:00:00Z
André Saeys,association football,1911-02-20T00:00:00Z,1988-03-22T00:00:00Z
André Schwager,association football,1927-11-09T00:00:00Z,2012-01-25T00:00:00Z
André Simonyi,association football,1914-03-31T00:00:00Z,2002-07-17T00:00:00Z
André Sinédo,association football,1978-02-26T00:00:00Z,2022-10-02T00:00:00Z
André Sorel,association football,1924-04-19T00:00:00Z,1988-11-01T00:00:00Z
André Strappe,association football,1928-02-23T00:00:00Z,2006-02-10T00:00:00Z
André Syrvet,association football,1907-01-01T00:00:00Z,1983-07-01T00:00:00Z
André Tassin,association football,1902-02-23T00:00:00Z,1974-03-07T00:00:00Z
André Tassin,association football,1902-12-24T00:00:00Z,1974-03-07T00:00:00Z
André Trousselier,association football,1887-05-29T00:00:00Z,1968-04-16T00:00:00Z
André Van Herpe,association football,1933-10-26T00:00:00Z,2024-03-26T00:00:00Z
André Van Maldeghem,association football,1937-10-19T00:00:00Z,2024-03-17T00:00:00Z
André Vanderstappen,association football,1934-03-27T00:00:00Z,2005-06-16T00:00:00Z
André Vandeweyer,association football,1909-06-21T00:00:00Z,1992-10-22T00:00:00Z
André Verdeil,ice hockey,1904-01-21T00:00:00Z,1990-10-31T00:00:00Z
André Voisembert,association football,1922-11-17T00:00:00Z,2000-02-08T00:00:00Z
André Wille,association football,1899-01-01T00:00:00Z,1963-09-20T00:00:00Z
André le Fèvre,association football,1898-12-12T00:00:00Z,1977-11-06T00:00:00Z
André-René Latrille,association football,1922-01-12T00:00:00Z,2011-11-15T00:00:00Z
Andrés Aranda,association football,1905-01-01T00:00:00Z,1965-01-01T00:00:00Z
Andrés Arizaleta,association football,1950-02-23T00:00:00Z,2023-04-22T00:00:00Z
Andrés Arroyave,association football,1990-06-09T00:00:00Z,2018-02-08T00:00:00Z
Andrés Avelino Zapico Junquera,association football,1946-04-23T00:00:00Z,2019-05-06T00:00:00Z
Andrés Balanta,association football,2000-01-18T00:00:00Z,2022-11-29T00:00:00Z
Andrés Balsa,association football,1883-03-11T00:00:00Z,1973-12-01T00:00:00Z
Andrés Barcos,association football,1900-01-01T00:00:00Z,2000-01-01T00:00:00Z
Andrés Bedoya,association football,1928-11-10T00:00:00Z,1961-02-08T00:00:00Z
Andrés Calero,association football,1906-01-01T00:00:00Z,1967-01-01T00:00:00Z
Andrés Da Silva,association football,1921-03-21T00:00:00Z,1994-03-21T00:00:00Z
Andrés Escobar,association football,1967-03-13T00:00:00Z,1994-07-02T00:00:00Z
Andrés Jaso Garde,association football,1912-01-01T00:00:00Z,1937-01-01T00:00:00Z
Andrés Lerín,association football,1913-12-07T00:00:00Z,1998-11-19T00:00:00Z
Andrés Mack,association football,1876-01-01T00:00:00Z,1936-10-06T00:00:00Z
Andrés Mateo,association football,1918-12-05T00:00:00Z,1993-05-04T00:00:00Z
Andrés Mazali,association football,1902-07-22T00:00:00Z,1975-10-30T00:00:00Z
Andrés Padilla Aguilar,association football,1932-07-18T00:00:00Z,2020-08-16T00:00:00Z
Andrés Prieto,association football,1928-12-19T00:00:00Z,2022-09-25T00:00:00Z
Andrés Ravera,association football,1900-01-01T00:00:00Z,2000-01-01T00:00:00Z
Andrés Tuduri,association football,1898-08-28T00:00:00Z,1967-12-28T00:00:00Z
Andrés Álvarez,association football,1910-01-01T00:00:00Z,1944-01-01T00:00:00Z
Andy Aitken,association football,1877-04-27T00:00:00Z,1955-02-15T00:00:00Z
Andy Aitken,association football,1919-10-15T00:00:00Z,2000-01-01T00:00:00Z
Andy Aitken,association football,1934-08-21T00:00:00Z,2005-01-01T00:00:00Z
Andy Aitkenhead,ice hockey,1904-03-06T00:00:00Z,1968-10-21T00:00:00Z
Andy Allan,Australian rules football,1869-06-13T00:00:00Z,1916-05-12T00:00:00Z
Andy Alleyne,association football,1951-05-19T00:00:00Z,2012-06-20T00:00:00Z
Andy Angwin,Australian rules football,1918-09-04T00:00:00Z,2002-07-14T00:00:00Z
Andy Auld,association football,1900-01-26T00:00:00Z,1977-12-06T00:00:00Z
Andy Auld,association football,1900-01-27T00:00:00Z,1977-12-06T00:00:00Z
Andy Barbe,ice hockey,1923-07-27T00:00:00Z,2004-01-15T00:00:00Z
Andy Barnes,association football,1967-03-31T00:00:00Z,2017-11-30T00:00:00Z
Andy Bathgate,ice hockey,1932-08-28T00:00:00Z,2016-02-26T00:00:00Z
Andy Beattie,association football,1913-08-11T00:00:00Z,1983-09-20T00:00:00Z
Andy Bellemer,ice hockey,1903-07-03T00:00:00Z,1960-04-12T00:00:00Z
Andy Black,association football,1917-09-23T00:00:00Z,1989-10-16T00:00:00Z
Andy Blair,ice hockey,1908-02-27T00:00:00Z,1977-12-27T00:00:00Z
Andy Bothwell,association football,1900-10-07T00:00:00Z,1928-02-24T00:00:00Z
Andy Bowman,association football,1934-03-07T00:00:00Z,2009-03-02T00:00:00Z
Andy Branigan,ice hockey,1922-04-11T00:00:00Z,1995-04-13T00:00:00Z
Andy Brannan,Australian rules football,1919-06-04T00:00:00Z,1997-02-13T00:00:00Z
Andy Brown,association football,1915-02-20T00:00:00Z,1973-01-01T00:00:00Z
Andy Burton,association football,1884-01-01T00:00:00Z,1962-07-01T00:00:00Z
Andy Carroll,Australian rules football,1906-07-19T00:00:00Z,1970-12-30T00:00:00Z
Andy Clark,association football,1880-03-16T00:00:00Z,1940-08-10T00:00:00Z
Andy Clements,association football,1955-10-11T00:00:00Z,2023-12-19T00:00:00Z
Andy Clovechok,ice hockey,1924-04-10T00:00:00Z,2016-12-09T00:00:00Z
Andy Cowie,association football,1913-03-11T00:00:00Z,1972-01-19T00:00:00Z
Andy Cunningham,association football,1890-01-30T00:00:00Z,1973-05-08T00:00:00Z
Andy Cziotka,association football,1940-11-11T00:00:00Z,2008-11-19T00:00:00Z
Andy Davidson,association football,1932-07-13T00:00:00Z,2014-04-05T00:00:00Z
Andy Dolan,association football,1920-08-20T00:00:00Z,1971-01-01T00:00:00Z
Andy Donaldson,association football,1925-03-22T00:00:00Z,1987-06-20T00:00:00Z
Andy Donnelly,Australian rules football,1900-07-19T00:00:00Z,1964-04-22T00:00:00Z
Andy Dougall,Australian rules football,1884-05-22T00:00:00Z,1941-11-11T00:00:00Z
Andy Ducat,association football,1886-02-16T00:00:00Z,1942-07-23T00:00:00Z
Andy Duff,Australian rules football,1890-05-22T00:00:00Z,1981-03-27T00:00:00Z
Andy Duncan,association football,1911-01-25T00:00:00Z,1983-01-01T00:00:00Z
Andy Durnion,association football,1907-02-18T00:00:00Z,1985-01-01T00:00:00Z
Andy Ericksen,Australian rules football,1894-08-03T00:00:00Z,1973-03-27T00:00:00Z
Andy Fyfe,association football,1913-10-24T00:00:00Z,1993-01-01T00:00:00Z
Andy Gara,association football,1878-08-15T00:00:00Z,http://www.wikidata.org/.well-known/genid/07f2c575892b6eaaa4085b258cedcc88
Andy Gardner,association football,1888-01-01T00:00:00Z,1934-06-02T00:00:00Z
Andy Geddes,association football,1959-10-27T00:00:00Z,2022-01-01T00:00:00Z
Andy Geddes,association football,1922-09-06T00:00:00Z,1958-02-02T00:00:00Z
Andy Gilpin,ice hockey,1920-09-30T00:00:00Z,2014-03-01T00:00:00Z
Andy Goram,association football,1964-04-13T00:00:00Z,2022-07-02T00:00:00Z
Andy Graver,association football,1927-09-12T00:00:00Z,2014-01-18T00:00:00Z
Andy Hebenton,ice hockey,1929-10-03T00:00:00Z,2019-01-29T00:00:00Z
Andy Higgins,association football,1960-02-12T00:00:00Z,2021-07-23T00:00:00Z
Andy Hill,association football,1962-10-12T00:00:00Z,2016-10-31T00:00:00Z
Andy Hunter,association football,1864-01-01T00:00:00Z,1888-01-01T00:00:00Z
Andy Hunter,association football,1883-10-11T00:00:00Z,1933-08-23T00:00:00Z
Andy Jack,association football,1923-06-30T00:00:00Z,2004-01-01T00:00:00Z
Andy Jackson,association football,1891-01-01T00:00:00Z,1918-09-30T00:00:00Z
Andy Keir,association football,1926-05-27T00:00:00Z,2021-05-22T00:00:00Z
Andy Kennedy,association football,1897-09-01T00:00:00Z,1963-12-01T00:00:00Z
Andy Kennedy,Australian rules football,1883-11-26T00:00:00Z,1946-04-10T00:00:00Z
Andy Kerr,association football,1931-06-29T00:00:00Z,1997-12-24T00:00:00Z
Andy King,association football,1956-08-14T00:00:00Z,2015-05-27T00:00:00Z
Andy King,association football,1942-07-23T00:00:00Z,2015-02-23T00:00:00Z
Andy Kyle,ice hockey,1889-10-29T00:00:00Z,1971-09-06T00:00:00Z
Andy Lochhead,association football,1941-03-09T00:00:00Z,2022-03-18T00:00:00Z
Andy Love,association football,1905-03-26T00:00:00Z,1962-01-01T00:00:00Z
Andy Malcolm,association football,1933-05-04T00:00:00Z,2013-12-26T00:00:00Z
Andy Martin,association football,1896-01-01T00:00:00Z,1978-01-01T00:00:00Z
Andy Mate,association football,1940-03-19T00:00:00Z,2012-05-13T00:00:00Z
Andy Matthew,association football,1932-07-19T00:00:00Z,1992-01-01T00:00:00Z
Andy McCall,association football,1911-10-12T00:00:00Z,1979-01-01T00:00:00Z
Andy McCall,association football,1925-03-15T00:00:00Z,2014-12-01T00:00:00Z
Andy McCluggage,association football,1900-09-01T00:00:00Z,1954-10-14T00:00:00Z
Andy McCombie,association football,1876-06-30T00:00:00Z,1952-03-28T00:00:00Z
Andy McDonald,Australian rules football,1885-12-27T00:00:00Z,1967-05-12T00:00:00Z
Andy McDonell,Australian rules football,1882-08-24T00:00:00Z,1942-09-29T00:00:00Z
