athlete,athleteLabel,sportLabel,countryLabel
http://www.wikidata.org/entity/Q1811641,Harry Dickason,gymnastics,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q2510972,Varvara Magnisali,gymnastics,Greece
http://www.wikidata.org/entity/Q77098,Friedrich Ludwig Jahn,gymnastics,Kingdom of Prussia
http://www.wikidata.org/entity/Q1104082,Katalin Kangyerka,gymnastics,Hungary
http://www.wikidata.org/entity/Q475571,Sylvio Kroll,gymnastics,Germany
http://www.wikidata.org/entity/Q2899463,Maria Savenkov,gymnastics,Israel
http://www.wikidata.org/entity/Q2899543,Olena Dvornichenko,gymnastics,Israel
http://www.wikidata.org/entity/Q475571,Sylvio Kroll,gymnastics,German Democratic Republic
http://www.wikidata.org/entity/Q1736511,Kathrin Nussbacher,gymnastics,Austria
http://www.wikidata.org/entity/Q3561170,Vitaly Dubko,gymnastics,Russia
http://www.wikidata.org/entity/Q3820166,L. Léstienne,gymnastics,France
http://www.wikidata.org/entity/Q3561170,Vitaly Dubko,gymnastics,Soviet Union
http://www.wikidata.org/entity/Q1469052,Fritz Zohsel,gymnastics,Germany
http://www.wikidata.org/entity/Q2899829,Rahel Vigdozchik,gymnastics,Israel
http://www.wikidata.org/entity/Q1579463,Hans Fischer,gymnastics,Germany
http://www.wikidata.org/entity/Q3564387,Véronique de Villèle,gymnastics,France
http://www.wikidata.org/entity/Q447645,Launceston Elliot,gymnastics,United Kingdom
http://www.wikidata.org/entity/Q3132068,Octavian Bellu,gymnastics,Romania
http://www.wikidata.org/entity/Q1827693,Lisa-Katharina Hill,gymnastics,Germany
http://www.wikidata.org/entity/Q1673620,Isabella von Lospichl,gymnastics,Germany
http://www.wikidata.org/entity/Q3667512,Chiara Stefanazzi,gymnastics,Italy
http://www.wikidata.org/entity/Q225054,Niki Belucci,gymnastics,Hungary
http://www.wikidata.org/entity/Q498135,Andreas Hofer,gymnastics,Germany
http://www.wikidata.org/entity/Q1521529,Kim Bui,gymnastics,Germany
http://www.wikidata.org/entity/Q2140592,Reinhard Blum,gymnastics,Austria
http://www.wikidata.org/entity/Q106251,Elisabeth Seitz,gymnastics,Germany
http://www.wikidata.org/entity/Q1729242,Rudolf Schumacher,gymnastics,Germany
http://www.wikidata.org/entity/Q4419108,Q4419108,gymnastics,Russia
http://www.wikidata.org/entity/Q4419108,Q4419108,gymnastics,Soviet Union
http://www.wikidata.org/entity/Q3133277,Viktor Balck,gymnastics,Sweden
http://www.wikidata.org/entity/Q2448490,Kaarlo Kustaa Paasia,gymnastics,Finland
http://www.wikidata.org/entity/Q456142,Tilemachos Karakalos,gymnastics,Greece
http://www.wikidata.org/entity/Q1560326,Günter Beier,gymnastics,Germany
http://www.wikidata.org/entity/Q1460682,Friedrich Langewiesche,gymnastics,Germany
http://www.wikidata.org/entity/Q1560326,Günter Beier,gymnastics,German Democratic Republic
http://www.wikidata.org/entity/Q3185616,Joseph Sansboeuf,gymnastics,France
http://www.wikidata.org/entity/Q708780,Pehr Henrik Ling,gymnastics,Sweden
http://www.wikidata.org/entity/Q1599008,Heinrich Stürenburg,gymnastics,Germany
http://www.wikidata.org/entity/Q60825,Johann Christoph Friedrich GutsMuths,gymnastics,Kingdom of Prussia
http://www.wikidata.org/entity/Q640908,Neta Rivkin,gymnastics,Israel
http://www.wikidata.org/entity/Q68085,Hans Ferdinand Massmann,gymnastics,Germany
http://www.wikidata.org/entity/Q105662,Dorothee Günther,gymnastics,Germany
http://www.wikidata.org/entity/Q3081794,Francisco Amoros,gymnastics,Spain
http://www.wikidata.org/entity/Q3081794,Francisco Amoros,gymnastics,France
http://www.wikidata.org/entity/Q566652,Annette Michler-Hanneken,gymnastics,Germany
http://www.wikidata.org/entity/Q2958693,Charles Cazalet,gymnastics,France
http://www.wikidata.org/entity/Q1793506,Kurt Euteneuer,gymnastics,Germany
http://www.wikidata.org/entity/Q974016,William Thoresson,gymnastics,Sweden
http://www.wikidata.org/entity/Q61926,Joseph Pilates,gymnastics,United States
http://www.wikidata.org/entity/Q61926,Joseph Pilates,gymnastics,Germany
