athleteLabel,occupationOrSportLabel,dateOfBirth,dateOfDeath
Basil Clifford,athletics,1938-04-20T00:00:00Z,1973-01-01T00:00:00Z
Basil Dickinson,athletics,1915-04-25T00:00:00Z,2013-10-07T00:00:00Z
Basil Francis,swimming,1915-02-21T00:00:00Z,1974-03-23T00:00:00Z
Basil Heatley,athletics,1933-12-25T00:00:00Z,2019-08-03T00:00:00Z
Basil McKenzie,athletics,1926-10-07T00:00:00Z,2016-06-06T00:00:00Z
Basil Spalding de Garmendia,tennis,1860-02-28T00:00:00Z,1932-11-09T00:00:00Z
Basil Spalding de Garmendia,golf,1860-02-28T00:00:00Z,1932-11-09T00:00:00Z
Baskerville Holmes,athletics,1964-05-05T00:00:00Z,1997-03-18T00:00:00Z
Baukje Jongsma,athletics,1926-12-08T00:00:00Z,2013-08-20T00:00:00Z
Bayard Clarke,badminton,1815-03-17T00:00:00Z,1884-06-20T00:00:00Z
Bayes Norton,athletics,1903-09-23T00:00:00Z,1967-10-21T00:00:00Z
Bea Ballintijn,swimming,1923-05-09T00:00:00Z,2023-06-29T00:00:00Z
Bea Barrett,golf,1916-11-15T00:00:00Z,2002-08-26T00:00:00Z
Bea Seal,tennis,1914-01-13T00:00:00Z,2011-01-13T00:00:00Z
Beals Coleman Wright,tennis,1879-12-19T00:00:00Z,1961-08-23T00:00:00Z
Beatrice Draffen,tennis,1865-01-01T00:00:00Z,1962-07-13T00:00:00Z
Beatrice Kerr,swimming,1887-11-30T00:00:00Z,1971-08-03T00:00:00Z
Beatrice Langrishe,tennis,1863-01-01T00:00:00Z,1939-01-01T00:00:00Z
Beatrice Massman,badminton,1912-04-24T00:00:00Z,1992-10-03T00:00:00Z
Beatrice Wolstenholme,swimming,1920-01-01T00:00:00Z,2008-01-01T00:00:00Z
Beatrix Hoyt,golf,1880-07-05T00:00:00Z,1963-08-14T00:00:00Z
Beatriz Capotosto,athletics,1962-05-16T00:00:00Z,2018-12-20T00:00:00Z
Bebs David-Andersen,badminton,1903-08-18T00:00:00Z,1990-12-30T00:00:00Z
Bedřich Hošek,athletics,1911-12-02T00:00:00Z,http://www.wikidata.org/.well-known/genid/6ca51754876c86ecc1e49f393867d793
Bedřich Nikodem,table tennis,1909-08-12T00:00:00Z,1970-07-19T00:00:00Z
Bedřich Vygoda,athletics,1894-05-29T00:00:00Z,http://www.wikidata.org/.well-known/genid/7954dbdb9e9a52bb572672958f09c9b5
Bedřiška Kulhavá,athletics,1931-12-04T00:00:00Z,2024-02-20T00:00:00Z
Belal Abu Saman,athletics,1992-06-09T00:00:00Z,2023-12-18T00:00:00Z
Belen Azpeitia,athletics,1952-12-21T00:00:00Z,2005-08-27T00:00:00Z
Beliğ Beler,tennis,1925-01-01T00:00:00Z,2014-01-17T00:00:00Z
Bella Dutton,tennis,1899-12-02T00:00:00Z,1982-05-22T00:00:00Z
Belle Moore,swimming,1894-10-23T00:00:00Z,1975-03-07T00:00:00Z
Belmar Gunderson,tennis,1934-09-07T00:00:00Z,2023-01-01T00:00:00Z
Ben Adams,athletics,1890-03-31T00:00:00Z,1961-03-15T00:00:00Z
Ben Arda,golf,1929-06-13T00:00:00Z,2006-12-20T00:00:00Z
Ben Cayenne,athletics,1944-03-22T00:00:00Z,2014-11-01T00:00:00Z
Ben Eastman,athletics,1911-07-19T00:00:00Z,2002-10-06T00:00:00Z
Ben Hogan,golf,1912-08-13T00:00:00Z,1997-07-25T00:00:00Z
Ben Jipcho,athletics,1943-03-01T00:00:00Z,2020-07-24T00:00:00Z
Ben Johnson,athletics,1914-01-01T00:00:00Z,1992-12-17T00:00:00Z
Ben Lesterhuis,athletics,1944-06-02T00:00:00Z,2016-03-13T00:00:00Z
Ben Martin,athletics,1921-06-27T00:00:00Z,2004-07-24T00:00:00Z
Ben Plucknett,athletics,1954-04-13T00:00:00Z,2002-11-17T00:00:00Z
Ben Press,tennis,1924-05-21T00:00:00Z,2016-09-09T00:00:00Z
Ben Sayers,golf,1856-06-23T00:00:00Z,1924-03-09T00:00:00Z
Ben Smith,golf,1921-03-16T00:00:00Z,2009-07-21T00:00:00Z
Benard Kieran,swimming,1886-10-06T00:00:00Z,1905-12-22T00:00:00Z
Benedict Majekodunmi,athletics,1940-01-12T00:00:00Z,2023-01-01T00:00:00Z
Benedicta de Oliveira,athletics,1927-10-10T00:00:00Z,2020-09-14T00:00:00Z
Benedikt G. Waage,athletics,1889-06-14T00:00:00Z,1966-10-08T00:00:00Z
Benedykt Gugała,athletics,1925-04-15T00:00:00Z,2018-04-18T00:00:00Z
Benedykt Michałowski,athletics,1957-03-21T00:00:00Z,2013-02-21T00:00:00Z
"Bengt ""Polo"" Johanson",athletics,1929-01-26T00:00:00Z,2014-12-07T00:00:00Z
Bengt Bandstigen,table tennis,1942-03-30T00:00:00Z,2024-03-04T00:00:00Z
Bengt Christoffersen,athletics,1926-01-01T00:00:00Z,2023-02-21T00:00:00Z
Bengt Gingsjö,swimming,1952-04-15T00:00:00Z,2022-09-14T00:00:00Z
Bengt Grive,table tennis,1921-03-21T00:00:00Z,2003-09-07T00:00:00Z
Bengt Linders,swimming,1904-06-04T00:00:00Z,1984-12-25T00:00:00Z
Bengt Nilsson,athletics,1934-02-17T00:00:00Z,2018-05-11T00:00:00Z
Bengt Nåjde,athletics,1942-05-19T00:00:00Z,2023-09-17T00:00:00Z
Bengt Persson,athletics,1939-10-31T00:00:00Z,2013-11-14T00:00:00Z
Bengt Rask,swimming,1928-04-28T00:00:00Z,2024-07-14T00:00:00Z
Bengt Rehnvall,athletics,1925-01-18T00:00:00Z,1999-07-09T00:00:00Z
Bengt Sjöstedt,athletics,1906-03-02T00:00:00Z,1981-07-16T00:00:00Z
Bengt Wikner,athletics,1923-03-21T00:00:00Z,2014-02-06T00:00:00Z
Benita Parri,tennis,1922-02-02T00:00:00Z,2008-05-21T00:00:00Z
Benita Senn,tennis,1929-08-23T00:00:00Z,2022-10-23T00:00:00Z
Benjamin Garcia,athletics,1933-07-31T00:00:00Z,2015-02-13T00:00:00Z
Benjamin Hedges,athletics,1907-06-08T00:00:00Z,1969-12-31T00:00:00Z
Benjamin Howard Baker,athletics,1892-02-13T00:00:00Z,1987-09-10T00:00:00Z
Benjamin Howard Baker,athletics,1892-02-15T00:00:00Z,1987-09-10T00:00:00Z
Benjamin Kiplagat,athletics,1989-03-04T00:00:00Z,2023-12-30T00:00:00Z
Benjamin Kogo,athletics,1944-11-30T00:00:00Z,2022-01-20T00:00:00Z
Benjamin Kogo,athletics,1945-01-01T00:00:00Z,2022-01-20T00:00:00Z
Benjamin Sherman,athletics,1881-04-05T00:00:00Z,http://www.wikidata.org/.well-known/genid/4fde7a589515e11ae40bf9c8f7939331
Benjaminas Viluckis,athletics,1961-03-20T00:00:00Z,2017-09-19T00:00:00Z
Benjamín Casado,athletics,1928-07-29T00:00:00Z,2002-01-09T00:00:00Z
Benjamín González,athletics,1958-04-12T00:00:00Z,2011-06-06T00:00:00Z
Bennie McRae,athletics,1939-12-08T00:00:00Z,2012-11-22T00:00:00Z
Benno Stops,athletics,1950-07-08T00:00:00Z,2015-08-29T00:00:00Z
Benny Berthet,tennis,1910-09-18T00:00:00Z,1981-01-20T00:00:00Z
Benny Brown,athletics,1953-09-27T00:00:00Z,1996-02-01T00:00:00Z
Benny Casofsky,table tennis,1919-06-19T00:00:00Z,1987-04-15T00:00:00Z
Beno Cvijanov,athletics,1913-01-01T00:00:00Z,1996-01-01T00:00:00Z
Benoit Clément,swimming,1963-12-31T00:00:00Z,2011-07-23T00:00:00Z
Benson Masya,athletics,1970-05-14T00:00:00Z,2003-09-24T00:00:00Z
Bent Natvig,athletics,1946-08-01T00:00:00Z,2021-01-12T00:00:00Z
Bente Bergendorff,athletics,1929-03-30T00:00:00Z,1967-02-25T00:00:00Z
Bep Verstoep,badminton,1939-01-01T00:00:00Z,2010-06-14T00:00:00Z
Berale Zilberberg,athletics,1928-03-11T00:00:00Z,2007-07-03T00:00:00Z
Berit Berthelsen,athletics,1944-04-25T00:00:00Z,2022-02-13T00:00:00Z
Berit Byhre,athletics,1925-07-31T00:00:00Z,1999-08-02T00:00:00Z
Berit Elgaaen,badminton,1922-04-04T00:00:00Z,http://www.wikidata.org/.well-known/genid/ca1fa9b8e7b562f976f2840ee4d8efa7
Berit Harby,athletics,1944-04-15T00:00:00Z,2012-11-23T00:00:00Z
Berit Haugen Ruud,swimming,1921-07-24T00:00:00Z,2013-01-04T00:00:00Z
Berit Olsson,badminton,1929-01-01T00:00:00Z,2015-04-01T00:00:00Z
Berit Ommedal,table tennis,1940-01-15T00:00:00Z,2017-02-28T00:00:00Z
Berit Tomter Aulie,athletics,1933-07-18T00:00:00Z,2018-05-17T00:00:00Z
Berkeley Bell,tennis,1907-11-08T00:00:00Z,1967-06-15T00:00:00Z
Berna Thung,tennis,1926-10-21T00:00:00Z,2012-01-25T00:00:00Z
Bernabe Lovina,athletics,1921-06-11T00:00:00Z,1985-04-15T00:00:00Z
Bernadette Cavelot,athletics,1928-10-15T00:00:00Z,2021-04-08T00:00:00Z
Bernadette Hummel,athletics,1938-07-27T00:00:00Z,2012-02-02T00:00:00Z
Bernard Balastre,athletics,1937-08-29T00:00:00Z,2018-08-03T00:00:00Z
Bernard Bartzen,tennis,1927-11-25T00:00:00Z,2019-07-10T00:00:00Z
Bernard Bernstein,table tennis,1899-03-16T00:00:00Z,1963-10-24T00:00:00Z
Bernard Brodhurst,athletics,1873-08-06T00:00:00Z,1915-04-27T00:00:00Z
Bernard Castang,athletics,1944-04-09T00:00:00Z,1997-10-14T00:00:00Z
Bernard Crouch,table tennis,1925-01-01T00:00:00Z,1955-12-02T00:00:00Z
Bernard Darwin,golf,1876-09-07T00:00:00Z,1961-10-18T00:00:00Z
Bernard Destremau,tennis,1917-02-11T00:00:00Z,2002-06-06T00:00:00Z
Bernard Edmunds,golf,1868-11-09T00:00:00Z,1930-07-27T00:00:00Z
Bernard Eeles,athletics,1913-01-01T00:00:00Z,1961-05-29T00:00:00Z
Bernard Elliott,athletics,1918-11-21T00:00:00Z,1969-11-19T00:00:00Z
"Bernard Freyberg, 1st Baron Freyberg",swimming,1889-03-21T00:00:00Z,1963-07-04T00:00:00Z
Bernard Gmura,athletics,1929-03-25T00:00:00Z,1995-07-10T00:00:00Z
Bernard Hookins,table tennis,1883-11-16T00:00:00Z,1946-01-01T00:00:00Z
Bernard Hunt,golf,1930-02-02T00:00:00Z,2013-06-21T00:00:00Z
Bernard Jacobs,gymnastics,1838-04-23T00:00:00Z,1903-01-01T00:00:00Z
Bernard Laidebeur,athletics,1942-07-11T00:00:00Z,1991-04-21T00:00:00Z
Bernard Lucas,athletics,1907-08-17T00:00:00Z,1994-02-10T00:00:00Z
Bernard Marchand,athletics,1912-01-31T00:00:00Z,2000-01-01T00:00:00Z
Bernard Mitton,tennis,1954-11-09T00:00:00Z,2017-05-05T00:00:00Z
Bernard Nicholls,golf,1877-04-19T00:00:00Z,1924-11-03T00:00:00Z
Bernard Nottage,athletics,1945-10-23T00:00:00Z,2017-06-28T00:00:00Z
Bernard Prendergast,athletics,1911-12-25T00:00:00Z,1966-10-30T00:00:00Z
Bernard Santona,athletics,1921-11-10T00:00:00Z,1978-02-01T00:00:00Z
Bernard Wefers,athletics,1873-02-19T00:00:00Z,1957-04-18T00:00:00Z
Bernard Zasłona,athletics,1909-08-20T00:00:00Z,2001-08-07T00:00:00Z
Bernardino Adarraga Elizarán,athletics,1929-03-01T00:00:00Z,2007-07-13T00:00:00Z
Bernat Picornell i Richier,swimming,1883-12-31T00:00:00Z,1970-09-27T00:00:00Z
Bernd Cullmann,athletics,1939-10-11T00:00:00Z,2025-01-13T00:00:00Z
Bernd Jünemann,badminton,1945-01-01T00:00:00Z,2025-02-19T00:00:00Z
Bernd Kannenberg,athletics,1942-08-20T00:00:00Z,2021-01-13T00:00:00Z
Bernd Naumann,athletics,1922-09-24T00:00:00Z,1971-08-23T00:00:00Z
Berndt Dahlberg,badminton,1931-06-25T00:00:00Z,2022-12-22T00:00:00Z
Berndt Katter,swimming,1932-10-15T00:00:00Z,2014-07-20T00:00:00Z
Bernhard Abrams,athletics,1891-03-10T00:00:00Z,1945-02-15T00:00:00Z
Bernhard Baier,swimming,1912-08-12T00:00:00Z,2003-04-26T00:00:00Z
Bernhard Bukiet,table tennis,1919-01-01T00:00:00Z,1995-01-01T00:00:00Z
Bernhard Gedat,swimming,1888-01-01T00:00:00Z,2000-01-01T00:00:00Z
Bernhard Greulich,athletics,1902-12-04T00:00:00Z,1995-03-04T00:00:00Z
Bernhard Kempa,tennis,1920-11-19T00:00:00Z,2017-07-20T00:00:00Z
Bernhard Nermerich,athletics,1939-03-11T00:00:00Z,2010-07-14T00:00:00Z
Bernhard Omuk,athletics,1940-08-01T00:00:00Z,2017-07-26T00:00:00Z
Bernhard Oscarsson,athletics,1894-11-24T00:00:00Z,1977-10-30T00:00:00Z
Bernhard Skamper,swimming,1898-10-05T00:00:00Z,1964-03-03T00:00:00Z
Bernhard Vossebein,table tennis,1925-03-14T00:00:00Z,2021-01-12T00:00:00Z
Bernhard von Limburger,golf,1901-02-26T00:00:00Z,1981-01-01T00:00:00Z
Bernice Lapp,swimming,1917-09-11T00:00:00Z,2010-09-08T00:00:00Z
Bernice Robinson,athletics,1927-02-28T00:00:00Z,2019-10-14T00:00:00Z
Bernice Steyl,athletics,1911-05-11T00:00:00Z,2008-07-07T00:00:00Z
Bernie Casey,athletics,1939-06-08T00:00:00Z,2017-09-19T00:00:00Z
Bernie Portenski,athletics,1949-08-26T00:00:00Z,2017-02-01T00:00:00Z
Bernie Schwengers,tennis,1880-05-26T00:00:00Z,1947-12-06T00:00:00Z
Berno Wischmann,athletics,1910-12-26T00:00:00Z,2001-09-25T00:00:00Z
Berny Boxem-Lenferink,athletics,1948-05-12T00:00:00Z,2023-04-12T00:00:00Z
Bert Bisgood,badminton,1881-03-11T00:00:00Z,1968-07-19T00:00:00Z
Bert Dauncey,tennis,1871-12-01T00:00:00Z,1955-10-30T00:00:00Z
Bert Fergus,badminton,1932-11-01T00:00:00Z,2020-05-01T00:00:00Z
Bert Gadd,golf,1909-01-01T00:00:00Z,2003-11-25T00:00:00Z
Bert Hermans,athletics,1915-07-27T00:00:00Z,1999-01-07T00:00:00Z
Bert Hodson,golf,1905-01-01T00:00:00Z,1971-01-01T00:00:00Z
Bert Kinnear,swimming,1923-10-24T00:00:00Z,2011-01-10T00:00:00Z
Bert Nankiville,swimming,1917-06-07T00:00:00Z,1977-06-06T00:00:00Z
Bert Norris,athletics,1898-11-05T00:00:00Z,1990-06-11T00:00:00Z
Bert Onnes,table tennis,1938-07-31T00:00:00Z,2018-11-10T00:00:00Z
Bert Schoofs,table tennis,1945-10-18T00:00:00Z,1993-10-19T00:00:00Z
Bert Seymour,golf,1887-02-23T00:00:00Z,1970-01-01T00:00:00Z
Bert Sitters,swimming,1941-12-10T00:00:00Z,2022-11-13T00:00:00Z
Bert St. John,tennis,1879-07-28T00:00:00Z,1932-09-19T00:00:00Z
Bert Steines,athletics,1929-12-30T00:00:00Z,1998-09-21T00:00:00Z
Bert Sumser,athletics,1913-10-03T00:00:00Z,2009-08-22T00:00:00Z
Bert Tonkin,tennis,1912-10-29T00:00:00Z,2007-03-28T00:00:00Z
Bert Tonkin,badminton,1912-10-29T00:00:00Z,2007-03-28T00:00:00Z
Bert Way,golf,1873-08-23T00:00:00Z,1963-08-11T00:00:00Z
Bert Weaver,golf,1932-01-13T00:00:00Z,2022-05-03T00:00:00Z
Bert Yancey,golf,1938-08-06T00:00:00Z,1994-08-26T00:00:00Z
Berta Jikeli,athletics,1911-04-19T00:00:00Z,2000-10-07T00:00:00Z
Berta Sablatnig,athletics,1925-02-06T00:00:00Z,2008-10-10T00:00:00Z
Berta Zahourek,swimming,1896-01-03T00:00:00Z,1967-06-14T00:00:00Z
Bertel Storskrubb,athletics,1917-04-24T00:00:00Z,1996-04-21T00:00:00Z
Bertha Barkhuff,badminton,1917-09-16T00:00:00Z,2001-10-19T00:00:00Z
Bertha Brouwer,athletics,1930-10-29T00:00:00Z,2006-10-06T00:00:00Z
Bertha Crouch Chase,golf,1874-01-01T00:00:00Z,1957-01-01T00:00:00Z
Bertha Crowther,athletics,1921-12-09T00:00:00Z,2007-08-08T00:00:00Z
Bertha Díaz,athletics,1936-10-01T00:00:00Z,2019-11-20T00:00:00Z
Bertha Isaacs,tennis,1900-04-18T00:00:00Z,1997-08-01T00:00:00Z
Bertha Steedman,tennis,1865-01-01T00:00:00Z,1945-01-11T00:00:00Z
Bertha Thompson,golf,1876-01-01T00:00:00Z,1953-01-01T00:00:00Z
Bertha Townsend,tennis,1869-03-07T00:00:00Z,1909-05-12T00:00:00Z
Bertha von Hillern,athletics,1853-08-04T00:00:00Z,1939-09-19T00:00:00Z
Berthe Villancher,gymnastics,1908-08-19T00:00:00Z,2000-07-17T00:00:00Z
Berthold Slupik,athletics,1928-07-31T00:00:00Z,1992-03-05T00:00:00Z
Berti Capellmann,table tennis,1918-10-04T00:00:00Z,2012-11-23T00:00:00Z
Bertie Austin,golf,1888-11-01T00:00:00Z,1913-04-01T00:00:00Z
Bertie Harris,athletics,1884-01-01T00:00:00Z,2000-01-01T00:00:00Z
Bertie Messitt,athletics,1930-09-28T00:00:00Z,2012-02-18T00:00:00Z
Bertie Snowball,golf,1887-05-07T00:00:00Z,1915-05-09T00:00:00Z
Bertil Albertsson,athletics,1921-09-01T00:00:00Z,2008-03-03T00:00:00Z
Bertil Andersson,athletics,1914-02-28T00:00:00Z,1990-01-01T00:00:00Z
Bertil Berg,swimming,1910-12-19T00:00:00Z,1989-01-25T00:00:00Z
Bertil Glans,badminton,1929-10-13T00:00:00Z,2006-01-16T00:00:00Z
Bertil Jansson,athletics,1898-06-29T00:00:00Z,1981-09-25T00:00:00Z
Bertil Johnsson,athletics,1915-12-23T00:00:00Z,2010-01-01T00:00:00Z
Bertil Karlsson,athletics,1919-09-19T00:00:00Z,2012-12-31T00:00:00Z
Bertil Källevågh,athletics,1931-07-19T00:00:00Z,2014-10-02T00:00:00Z
Bertil Lüning,athletics,1894-04-13T00:00:00Z,1962-12-21T00:00:00Z
Bertil Ohlson,athletics,1899-01-22T00:00:00Z,1970-09-06T00:00:00Z
Bertil von Wachenfeldt,athletics,1909-03-04T00:00:00Z,1995-09-30T00:00:00Z
Bertram Macdonald,athletics,1902-05-25T00:00:00Z,1965-12-28T00:00:00Z
Bertram Türpe,swimming,1952-07-22T00:00:00Z,2014-01-11T00:00:00Z
Bertrand Clark,tennis,1894-04-29T00:00:00Z,1958-03-30T00:00:00Z
Bertrand Clark,golf,1894-04-29T00:00:00Z,1958-03-30T00:00:00Z
Bertus Mooi Wilten,swimming,1913-11-30T00:00:00Z,1965-06-27T00:00:00Z
Berwyn Jones,athletics,1940-02-13T00:00:00Z,2007-01-12T00:00:00Z
Beryl Bartlett,tennis,1924-05-28T00:00:00Z,2017-11-17T00:00:00Z
Beryl Cuthbertson,badminton,1910-01-01T00:00:00Z,2000-01-01T00:00:00Z
Beryl H. Turner,tennis,1892-01-01T00:00:00Z,2000-01-01T00:00:00Z
Beryl Marshall,swimming,1929-11-26T00:00:00Z,2015-01-21T00:00:00Z
Beryl Penrose,tennis,1930-12-22T00:00:00Z,2021-06-23T00:00:00Z
Beryl Randle,athletics,1928-12-16T00:00:00Z,2023-11-28T00:00:00Z
Beryl Tulloch,tennis,1876-07-19T00:00:00Z,1957-01-01T00:00:00Z
Bessey de Létourdie,athletics,1962-07-15T00:00:00Z,2006-01-10T00:00:00Z
Bessie Anthony,golf,1880-03-19T00:00:00Z,1912-11-22T00:00:00Z
Beth Bonner,athletics,1952-06-09T00:00:00Z,1998-10-09T00:00:00Z
Beth Whittall,swimming,1937-05-26T00:00:00Z,2015-05-01T00:00:00Z
Bets Dekens,athletics,1906-10-25T00:00:00Z,1992-08-13T00:00:00Z
Bets ter Horst,athletics,1908-02-02T00:00:00Z,1997-03-09T00:00:00Z
Betsy Rawls,golf,1928-05-04T00:00:00Z,2023-10-21T00:00:00Z
Betty Batt,tennis,1916-02-07T00:00:00Z,2003-03-26T00:00:00Z
Betty Brey,swimming,1931-11-23T00:00:00Z,2015-03-21T00:00:00Z
Betty Burch,athletics,1911-01-03T00:00:00Z,1983-01-01T00:00:00Z
Betty Cuthbert,athletics,1938-04-20T00:00:00Z,2017-08-06T00:00:00Z
Betty Dodd,golf,1930-01-01T00:00:00Z,1993-07-08T00:00:00Z
Betty Grace,badminton,1920-01-01T00:00:00Z,1992-01-01T00:00:00Z
Betty Gray,table tennis,1920-08-20T00:00:00Z,2018-08-12T00:00:00Z
Betty Hicks,golf,1920-11-16T00:00:00Z,2011-02-20T00:00:00Z
Betty Hilton,tennis,1920-02-12T00:00:00Z,2017-07-03T00:00:00Z
Betty Jameson,golf,1919-05-09T00:00:00Z,2009-02-07T00:00:00Z
Betty Judge,athletics,1921-03-21T00:00:00Z,2015-09-13T00:00:00Z
Betty Lock,athletics,1921-05-07T00:00:00Z,1986-01-01T00:00:00Z
Betty McKinnon,athletics,1925-01-13T00:00:00Z,1981-06-24T00:00:00Z
Betty Meade,tennis,1936-07-20T00:00:00Z,1990-03-15T00:00:00Z
Betty Nuthall,tennis,1911-05-23T00:00:00Z,1983-11-08T00:00:00Z
Betty Robinson,athletics,1911-08-23T00:00:00Z,1999-05-18T00:00:00Z
Betty Rosenquest Pratt,tennis,1925-04-15T00:00:00Z,2016-01-31T00:00:00Z
Betty Scheele,badminton,1914-01-01T00:00:00Z,2009-01-01T00:00:00Z
Betty Stanhope-Cole,golf,1937-09-21T00:00:00Z,2017-01-27T00:00:00Z
Betty Tancock,swimming,1911-02-22T00:00:00Z,2009-05-28T00:00:00Z
Betty Taylor,athletics,1916-02-22T00:00:00Z,1977-02-02T00:00:00Z
Betty Uber,badminton,1906-06-02T00:00:00Z,1983-04-30T00:00:00Z
Bettye Danoff,golf,1923-05-21T00:00:00Z,2011-12-22T00:00:00Z
Beulah Gundling,swimming,1916-02-13T00:00:00Z,2003-10-01T00:00:00Z
Bev Brewis,athletics,1930-06-15T00:00:00Z,2006-03-22T00:00:00Z
Bev LaVeck,athletics,1936-04-22T00:00:00Z,2011-02-22T00:00:00Z
Bev Watson,athletics,1936-01-01T00:00:00Z,2023-03-22T00:00:00Z
Bevan Hough,athletics,1929-04-21T00:00:00Z,2019-11-25T00:00:00Z
Beverley Whitfield,swimming,1954-06-15T00:00:00Z,1996-08-20T00:00:00Z
Beverly Bainbridge,swimming,1940-01-28T00:00:00Z,2016-05-09T00:00:00Z
Beverly Baker Fleitz,tennis,1930-03-13T00:00:00Z,2014-04-29T00:00:00Z
Beverly Hanson,golf,1924-12-05T00:00:00Z,2014-04-12T00:00:00Z
Beverly Lewis,golf,1947-01-01T00:00:00Z,2019-01-01T00:00:00Z
Bevil Rudd,athletics,1894-10-05T00:00:00Z,1948-02-02T00:00:00Z
Bevis Reid,athletics,1919-06-13T00:00:00Z,1997-07-04T00:00:00Z
Bhumibol Adulyadej,tennis,1927-12-05T00:00:00Z,2016-10-13T00:00:00Z
Bhumibol Adulyadej,badminton,1927-12-05T00:00:00Z,2016-10-13T00:00:00Z
Bhupendra Silwal,athletics,1935-11-17T00:00:00Z,2012-09-20T00:00:00Z
Bianca Lokar,swimming,1915-11-01T00:00:00Z,2012-03-03T00:00:00Z
Bibbi Segerström,swimming,1943-06-12T00:00:00Z,2014-10-31T00:00:00Z
Bibi Vogel,tennis,1942-01-02T00:00:00Z,2004-04-03T00:00:00Z
Bibi Vogel,tennis,1942-11-02T00:00:00Z,2004-04-03T00:00:00Z
Bibienne Pellegry,swimming,1899-08-24T00:00:00Z,1989-01-18T00:00:00Z
Big Hawk Chief,athletics,1853-01-01T00:00:00Z,1895-01-01T00:00:00Z
Bilal Saad Mubarak,athletics,1972-12-18T00:00:00Z,2018-10-27T00:00:00Z
Biljana Coković,swimming,1982-07-30T00:00:00Z,2007-09-05T00:00:00Z
Bill Ackland-Horman,golf,1914-01-04T00:00:00Z,1979-11-19T00:00:00Z
Bill Albans,athletics,1925-12-23T00:00:00Z,1990-01-15T00:00:00Z
Bill Ashenfelter,athletics,1924-10-16T00:00:00Z,2010-06-04T00:00:00Z
Bill Bachrach,swimming,1879-05-15T00:00:00Z,1959-07-01T00:00:00Z
Bill Baillie,athletics,1934-05-28T00:00:00Z,2018-12-25T00:00:00Z
Bill Barwick,athletics,1905-05-26T00:00:00Z,1997-06-16T00:00:00Z
Bill Bergan,athletics,1942-04-01T00:00:00Z,2022-01-01T00:00:00Z
Bill Bond,tennis,1942-06-22T00:00:00Z,2013-08-18T00:00:00Z
Bill Bonthron,athletics,1912-11-01T00:00:00Z,1983-01-17T00:00:00Z
Bill Boomer,swimming,1937-04-13T00:00:00Z,2022-01-09T00:00:00Z
Bill Bowerman,athletics,1911-02-19T00:00:00Z,1999-12-25T00:00:00Z
Bill Branch,golf,1911-02-20T00:00:00Z,1985-02-25T00:00:00Z
Bill Britton,athletics,1890-10-12T00:00:00Z,1965-02-15T00:00:00Z
Bill Britton,athletics,1890-10-12T00:00:00Z,1965-11-06T00:00:00Z
Bill Brown,athletics,1925-04-25T00:00:00Z,2018-04-25T00:00:00Z
Bill Brown,athletics,1878-12-17T00:00:00Z,1980-08-25T00:00:00Z
Bill Burgess,swimming,1872-06-15T00:00:00Z,1950-07-05T00:00:00Z
Bill Burton,athletics,1915-03-29T00:00:00Z,1984-05-13T00:00:00Z
Bill Butchart,athletics,1933-04-15T00:00:00Z,2019-04-01T00:00:00Z
Bill Cain,athletics,1933-09-30T00:00:00Z,2022-06-08T00:00:00Z
Bill Carr,athletics,1909-10-24T00:00:00Z,1966-01-14T00:00:00Z
Bill Carroll,athletics,1926-01-01T00:00:00Z,2009-12-04T00:00:00Z
Bill Chisholm,athletics,1909-06-28T00:00:00Z,1996-11-07T00:00:00Z
Bill Chivell,athletics,1932-10-21T00:00:00Z,1996-09-11T00:00:00Z
Bill Collins,golf,1928-09-23T00:00:00Z,2006-04-08T00:00:00Z
Bill Cox,golf,1910-03-18T00:00:00Z,1985-12-03T00:00:00Z
Bill Craig,swimming,1945-01-16T00:00:00Z,2017-01-01T00:00:00Z
Bill Dale,athletics,1917-03-09T00:00:00Z,2010-05-04T00:00:00Z
Bill Davies,golf,1892-01-01T00:00:00Z,1967-10-25T00:00:00Z
Bill Diaz,swimming,1925-01-01T00:00:00Z,2014-01-01T00:00:00Z
Bill Donakowski,athletics,1956-06-21T00:00:00Z,2017-10-15T00:00:00Z
Bill Eggers,golf,1932-12-27T00:00:00Z,1994-04-25T00:00:00Z
Bill Ezinicki,golf,1924-03-11T00:00:00Z,2012-10-11T00:00:00Z
Bill Farley,swimming,1944-11-10T00:00:00Z,2018-09-02T00:00:00Z
Bill Fritz,athletics,1892-03-22T00:00:00Z,1941-12-18T00:00:00Z
Bill Gairdner,athletics,1940-10-19T00:00:00Z,2024-01-12T00:00:00Z
Bill Garrett,golf,1940-09-06T00:00:00Z,2010-02-25T00:00:00Z
Bill Graber,athletics,1911-01-21T00:00:00Z,1996-03-08T00:00:00Z
Bill Green,athletics,1961-05-01T00:00:00Z,2012-03-04T00:00:00Z
Bill Green,athletics,1961-05-10T00:00:00Z,2012-03-04T00:00:00Z
Bill Gregg,tennis,1850-01-01T00:00:00Z,2000-01-01T00:00:00Z
Bill Harris,swimming,1897-10-26T00:00:00Z,1961-03-07T00:00:00Z
Bill Heusner,swimming,1927-06-28T00:00:00Z,2002-08-09T00:00:00Z
"Bill Hoogs, Jr.",tennis,1940-11-03T00:00:00Z,1978-05-03T00:00:00Z
